stock_symbol,company_name,abbreviation,sector_id,address,chairman,general_manager,spokesperson,spokesperson_title,founding_date,listed_date,outstanding_common_shares,private_placement_common_shares,preferred_shares,common_stock_dividend_frequency,common_stock_dividend_decision_level,accounting_firm,accountant_1,accountant_2,website
2312,金寶電子工業股份有限公司,金寶,14,(105)臺北市南京東路五段99號10樓,許勝雄,陳威昌,游千慧,財務長,1973-04-24,1989-11-07,1504676211,0,0,每年,董事會,安永聯合會計師事務所,陳智忠,傅文芳,www.kinpo.com.tw
2313,華通電腦股份有限公司,華通,13,桃園市蘆竹區新莊里大新路814巷91號,江培琨,江培琨,呂  範,財務處長,1973-08-30,1990-07-24,1191820589,0,0,每年,董事會,正風聯合會計師事務所,吳欣亮,林啟平,www.compeq.com.tw
2314,台揚科技股份有限公司,台揚,15,新竹科學園區新竹市創新二路一號,謝其嘉,吳永欽,吳永欽,執行長暨總經理,1983-03-31,1990-08-08,252028320,0,0,每年,股東會,資誠聯合會計師事務所,鄭雅慧,劉倩瑜,https://www.mtigroup.com/zh-tw
2316,楠梓電子股份有限公司,楠梓電,13,高雄市楠梓區開發路37號,徐漢忠,陳志康,呂淑芬,副總經理,1978-05-02,1991-02-05,182740536,0,0,每年,股東會,勤業眾信聯合會計師事務所,劉裕祥,郭麗園,www.wus.com.tw
2317,鴻海精密工業股份有限公司,鴻海,14,新北市土城區自由街2號,劉揚偉,劉揚偉,巫俊毅,副總經理,1974-02-20,1991-06-18,13891701949,0,0,每年,董事會,資誠聯合會計師事務所,徐聖忠,徐潔如,https://www.honhai.com/zh-tw
2321,東訊股份有限公司,東訊,15,新竹科學園區新竹市研發二路23號,劉兆凱,田瑛睿,孫茂綸,財務長,1980-09-25,1991-11-08,14271928,0,16000001,每年,董事會,資誠聯合會計師事務所,蔣承翰,劉倩瑜,http://www.tecom.com.tw
2323,中環股份有限公司,中環,2,台北市中山區民權西路53號15樓,翁明顯,關山孝行,陳君煒,財務部協理,1978-12-02,1992-02-17,1089348328,0,0,每年,股東會,資誠聯合會計事務所,游淑芬,王菘澤,http://www.cmcnet.com.tw
2324,仁寶電腦工業股份有限公司,仁寶,12,台北市內湖區瑞光路581號及581之1號,陳瑞聰,Anthony Peter Bonadero,王正強,副總經理,1984-06-01,1992-02-18,4407146625,0,0,每年,董事會,安侯建業聯合會計師事務所,郭冠纓,區耀軍,www.compal.com
2327,國巨股份有限公司,國巨,13,新北市新店區寶橋路233-1號3樓,陳泰銘,王淡如,張天成,全球財務部 資深協理,1987-09-09,1993-10-22,518241455,0,0,每半會計年度,董事會,勤業眾信聯合會計師事務所,邱盟捷,王浚宇,WWW.YAGEO.COM
2328,廣宇科技股份有限公司,廣宇,13,235新北市中和區碧河里建八路200號6樓,李光曜,蔡明峰,郭世華,協理,1971-05-19,1993-11-09,518346282,0,0,每年,董事會,資誠聯合會計師事務所,徐潔如,吳仁杰,www.panpi.com.tw
2329,華泰電子股份有限公司,華泰,1,高雄市楠梓區中三街9號,董&#24742;明,涂家榮,洪士&#29641;,財務處長,1971-06-12,1994-04-20,560228333,0,180180000,每年,董事會,資誠聯合會計師事務所,王國華,江采燕,www.ose.com.tw
2330,台灣積體電路製造股份有限公司,台積電,1,新竹科學園區力行六路8號,魏哲家,總裁: 魏哲家,黃仁昭,資深副總經理暨財務長,1987-02-21,1994-09-05,25932733242,0,0,每季,董事會,勤業眾信聯合會計師事務所,吳世宗,林尚志,https://www.tsmc.com
2331,精英電腦股份有限公司,精英,12,臺北市中山區中山北路3段22-1號9樓,王光祥,周錫昌,涂蕙蘭,協理,1987-05-06,1994-09-21,557402968,0,0,每年,董事會,安侯建業聯合會計師事務所,鄒依芸,曾國禓,http://www.ecs.com.tw
2332,友訊科技股份有限公司,友訊,15,台北市內湖區新湖三路289號,郭金河,張家瑞,張家瑞,執行長,1987-06-20,1994-10-17,602368073,0,0,每年,董事會,安侯建業聯合會計師事務所,梅元貞,張淑瑩,https://company.dlink.com/zh-hant
2337,旺宏電子股份有限公司,旺宏,1,新竹科學園區新竹巿力行路16號,吳敏求,盧志遠,吳敏求,董事長兼執行長,1989-12-09,1995-03-15,1855826441,55651,0,每年,股東會,勤業眾信聯合會計師事務所,葉東煇,洪國田,http://www.macronix.com
2338,台灣光罩股份有限公司,光罩,1,新竹市科學園區創新一路十一號,陳正翔,陳立惇,楊貽婷,財務長,1988-10-21,1995-04-17,256456183,0,0,每年,董事會,資誠聯合會計事務所,劉倩瑜,蔣承翰,http://www.tmcnet.com.tw
2340,台亞半導體股份有限公司,台亞,1,新竹科學園區新竹市力行五路1號,李國光,蔡育軒,賴文聰,協理,1983-12-21,1995-05-02,438622846,60000000,0,每年,董事會,勤業眾信聯合會計師事務所,陳致源,李東峰,https://www.tascsemi.com/
2342,台灣茂矽電子股份有限公司,茂矽,1,新竹市科學園區研新一路一號,唐亦仙,盧建志,盧建志,總經理,1987-01-08,1995-09-19,157391744,0,0,每半會計年度,董事會,資誠聯合會計師事務所,白淑蒨,蔣承翰,http://www.mosel.com.tw
2344,華邦電子股份有限公司,華邦電,1,台中市大雅區中部科學園區科雅一路8號,焦佑鈞,陳沛銘,范祥雲,執行副總經理,1987-09-29,1995-10-18,4500000193,0,0,每半會計年度,董事會,勤業眾信聯合會計師事務所,洪國田,徐文亞,WWW.WINBOND.COM
2345,智邦科技股份有限公司,智邦,15,新竹縣竹北市北興里智慧一路1號,黃國修,石軍,林信玄,資深協理,1988-02-09,1995-11-15,561117897,0,0,每年,股東會,勤業眾信聯合會計師事務所,鍾鳴遠,林心彤,http://www.accton.com
2347,聯強國際股份有限公司,聯強,16,臺北市南港區市民大道八段205號27樓,苗豐強,杜書伍,杜書全,集團資深副總裁,1988-09-12,1995-12-13,1667946968,0,0,每年,董事會,資誠聯合會計師事務所,黃世鈞,梁益彰,http://www.synnex-grp.com/
2348,海悅國際開發股份有限公司,海悅,33,台北市松山區敦化北路260號7樓,黃希文,王俊傑,王俊傑,總經理,1987-08-12,1996-01-05,151898853,0,30000000,每年,股東會,勤業眾信聯合會計師事務所,陳培德,郭俐雯,www.hiyes-group.com.tw
2349,錸德科技股份有限公司,錸德,2,新竹縣湖口鄉光復北路42號,葉垂景,王鼎章,王鼎章,執行長,1988-12-29,1996-04-23,693679663,0,0,每年,股東會,安永聯合會計師事務所,謝勝安,邱琬茹,http://www.ritek.com.tw
2351,順德工業股份有限公司,順德,1,彰化市大竹里彰南路二段260號,陳朝雄,陳維德,陳朝興,副總經理,1967-10-17,1996-04-25,182140249,0,0,每年,股東會,國富浩華聯合會計師事務所,黃千真,邵朝彬,www.sdi.com.tw
2352,佳世達科技股份有限公司,佳世達,12,桃園市龜山區山鶯路157號,陳其宏,黃漢州,洪秋金,財務長,1984-04-21,1996-07-22,1927446958,0,0,每年,董事會,安侯建業聯合會計師事務所,尹元聖,張惠貞,Qisda.com.tw
2353,宏碁股份有限公司,宏碁,12,台北市松山區復興北路369號7樓之5,陳俊聖,簡慧祥,陳怡如,財務長,1976-08-01,1996-09-18,3047853828,0,0,每年,董事會,安侯建業聯合會計師事務所,施威銘,高靚玟,http://www.acer.com
2354,鴻準精密工業股份有限公司,鴻準,14,新北市土城區中山路3-2號,陳國寶,陳國寶,從缺,從缺,1990-04-26,1996-10-08,1414485192,0,0,每年,董事會,資誠聯合會計師事務所,徐潔如,胡智華,www.foxconntech.com.tw
2355,敬鵬工業股份有限公司,敬鵬,13,桃園市蘆竹區內厝里內厝街46號,曾劉玉枝,黃松麟,蕭公彥,處長,1979-09-26,1996-10-14,397495420,0,0,每年,股東會,安侯建業聯合會計師事務所,吳佳翰,趙敏如,https://www.chinpoon.com
2356,英業達股份有限公司,英業達,12,北市後港街六十六號,葉力誠,蔡枝安,游進寶,副總經理,1975-06-09,1996-11-13,3587475066,0,0,每年,董事會,安侯建業聯合會計師事務所,郭柔蘭,陳盈如,https://www.inventec.com/
2357,華碩電腦股份有限公司,華碩,12,台北市北投區立德路15號,施崇棠,許先越/胡書賓,吳長榮,財務長,1990-04-02,1996-11-14,742760280,0,0,每年,股東會,資誠聯合會計師事務所,張淑瓊,徐聖忠,http://www.asus.com.tw
2359,所羅門股份有限公司,所羅門,14,台北市內湖區行忠路四十二號6樓,陳政隆,陳政隆,黃世昌,副總經理,1990-05-07,1996-12-19,171471052,0,0,每半會計年度,董事會,資誠聯合會計師事務所,文雅芳,林瑟凱,www.solomon.com.tw
2360,致茂電子股份有限公司,致茂,14,桃園市龜山區文茂路88號,黃欽明,黃欽明,應正,財務長,1984-11-08,1996-12-21,425322042,0,0,每年,董事會,勤業眾信聯合會計師事務所,林文欽,劉建良,http://www.chromaate.com
2362,藍天電腦股份有限公司,藍天,12,新北市新莊區思源路555號35樓,許崑泰,蔡明賢,吳麥,財務長,1983-10-04,1997-04-02,622263000,0,0,每年,董事會,資誠聯合會計師事務所,馮敏娟,林柏全,www.clevo.com.tw
2363,矽統科技股份有限公司,矽統,1,新竹市公道五路二段180號,洪嘉聰,戎樂天,戎樂天,總經理,1987-08-26,1997-08-01,514988161,0,0,每年,股東會,安永聯合會計師事務所,胡慎緁,許新民,www.sis.com
2364,倫飛電腦實業股份有限公司,倫飛,12,臺北市內湖區瑞光路550號9樓,高育仁,高思復,王宏榮,處長,1984-02-27,1997-08-11,40298960,0,1062,每年,股東會,安侯建業聯合會計師事務所,黃柏淑,吳仲舜,https://www.twinhead.com.tw/
2365,昆盈企業股份有限公司,昆盈,12,新北市三重區重新路五段492號1-8樓,卓世坤,李百祥,卓世坤,董事長,1983-11-03,1997-11-03,221528496,0,0,每季,董事會,勤業眾信聯合會計師事務所,吳美慧會計師,方涵妮會計師,www.geniusnet.com
2367,燿華電子股份有限公司,燿華,13,新北市土城區中山路4巷3號,張元銘,洪顯青,吳錦芳,副總,1984-12-31,1997-12-13,709407175,0,0,每年,股東會,安侯建業會計師事務所,洪士剛,許明芳,https://www.pcbut.com.tw
2368,金像電子(股)公司,金像電,13,桃園市中壢區西園路113號,楊承澤,楊承澤,楊承蓉,處長,1981-09-05,1998-03-09,491839505,0,0,每年,董事會,勤業眾信聯合會計師事務所,陳昭伶,張淳儀,http://www.gce.com.tw/
2369,菱生精密工業股份有限公司,菱生,1,台中市潭子區南二路五之一號,葉樹泉,蔡澤松,賴銘為,財務長,1973-04-23,1998-04-10,380102344,0,0,每年,股東會,勤業眾信聯合會計師事務所,吳麗冬,劉力維,https://www.lingsen.com.tw
2371,大同股份有限公司,大同,11,台北市中山北路3段22號,王光祥,沈柏延,丁爾昆,策略長,1950-04-11,1962-02-09,2222559851,0,0,每半會計年度,董事會,安侯建業聯合會計師事務所,陳宗哲,賴麗真,https://www.tatung.com
2373,震旦行股份有限公司,震旦行,14,台北市信義路五段二號十五樓,袁蕙華,游炎林,馬志賢,發言人,1963-07-19,1991-08-01,236202518,0,0,每年,董事會,勤業眾信聯合會計師事務所,黃海悅,池瑞全,www.aurora.com.tw
2374,佳能企業股份有限公司,佳能,2,新北市新莊區中環路三段200號18樓,曾明仁,章孝祺,曾明仁,董事長,1965-05-21,1995-01-16,289377512,0,0,每年,股東會,資誠聯合會計師事務所,阮呂曼玉,馮敏娟,www.abilitycorp.com.tw
2375,凱美電機股份有限公司,凱美,13,新北市汐止區新台五路一段81號13樓,呂紹萍,劉文亮,李彥儒,業務總監,1978-09-11,1998-08-29,108675334,0,0,每半會計年度,董事會,安侯建業聯合會計師事務所,王怡文,黃更佳,http://jamicon.teapo.com
2376,技嘉科技股份有限公司,技嘉,12,新北市新店區寶強路六號,葉培城,李宜泰/林英宇,劉文忠,協理,1986-04-30,1998-09-24,669888886,0,0,每年,董事會,資誠聯合會計師事務所,梁益彰,陳啟東,http://www.gigabyte.com
2377,微星科技股份有限公司,微星,12,新北市中和區立德街69號,徐祥,黃金請,洪寶玉,副總經理,1986-08-04,1998-10-31,844856199,0,0,每年,董事會,資誠聯合會計師事務所,于智帆,余正富,http://tw.msi.com/
2379,瑞昱半導體股份有限公司,瑞昱,1,新竹科學園區創新二路2號,邱順建,顏光裕,黃依瑋,副總經理,1987-10-21,1998-10-26,512863641,0,0,每年,董事會,資誠聯合會計師事務所,李典易,鄭雅慧,www.realtek.com
2380,虹光精密工業股份有限公司,虹光,12,新竹縣新竹科學園區研新一路二十號,盛少瀾,盛少瀾,陳受慶,經理,1991-04-24,1998-12-03,216934084,34490000,0,每半會計年度,董事會,資誠聯合會計師事務所,謝智政,蔣承翰,www.avision.com.tw
2382,廣達電腦股份有限公司,廣達,12,桃園市龜山區文化里文化二路188號,林百里,梁次震,楊俊烈,資深副總暨財務長,1988-05-09,1999-01-08,3862627432,0,0,每半會計年度,董事會,安侯建業聯合會計師事務所,吳趙仁,連淑凌,www.quantatw.com
2383,台光電子材料股份有限公司,台光電,13,桃園巿觀音區觀音工業區大同一路18號,董定宇,董定宇,莊育清,資深經理,1992-03-24,1998-11-27,346773599,0,0,每年,董事會,安侯建業聯合會計師事務所,江曉苓,許淑敏,http://www.emctw.com
2385,群光電子股份有限公司,群光,13,新北市三重區光復路二段69號,許崑泰,呂進宗,林玉玲,資深副總經理,1983-02-22,1999-01-05,760053172,0,0,每年,董事會,資誠聯合會計師事務所,梁華玲,廖福銘,https://www.chicony.com
2387,精元電腦股份有限公司,精元,12,台中市大雅區昌平路四段475號,蔡火爐,李明擇,吳明鴻,財務長,1991-07-22,1999-01-25,195251051,0,0,每年,股東會,資誠聯合會計師事務所,吳松源,王玉娟,www.sunrex.com.tw
2388,威盛電子股份有限公司,威盛,1,新北市新店區中正路535號8樓,陳文琦,陳文琦,陳文琦,董事長兼總經理,1992-09-21,1999-03-05,555539941,0,0,每年,董事會,勤業眾信聯合會計師事務所,王攀發,施錦川,http://www.via.com.tw
2390,云辰電子開發股份有限公司,云辰,14,新北市土城區中華路一段50號3樓,張姿玲,呂麗筑,呂麗筑,總經理,1980-04-16,1999-06-15,192619442,0,0,每年,股東會,勤業眾信會計師事務所,呂宜真,彭以驊,http://www.everspring.com
2392,正崴精密工業股份有限公司,正崴,13,新北市土城區中山路18號,郭台強,郭台強,劉素芳,特助,1986-07-14,1999-09-20,512326940,0,0,每年,董事會,資誠聯合會計師事務所,周筱姿,林冠宏,www.foxlink.com
2393,億光電子工業股份有限公司,億光,2,新北市樹林區中華路6之8號,葉寅夫,葉寅夫,蘇鴻彥,執行副總,1983-05-28,1999-11-04,443393086,0,0,每年,股東會,安侯建業聯合會計師事務所,辛郁婷,郭冠纓,www.everlight.com
2395,研華股份有限公司,研華,12,台北市內湖區瑞光路26巷20弄1號,劉克振,陳清熙、蔡淑妍、張家豪,陳清熙,總經理,1981-09-07,1999-12-13,864167125,0,0,每年,董事會,資誠聯合會計師事務所,梁華玲,蔡蓓華,www.advantech.com
2397,友通資訊股份有限公司,友通,12,新北市汐止區新台五路一 段97號10樓,陳其宏,田芝穎,黃麗敏,資深處長,1981-07-14,2000-01-15,114488857,0,0,每年,董事會,安侯建業聯合會計師事務所,高靚玟,張惠貞,WWW.DFI.COM
2399,映泰股份有限公司,映泰,12,新北市新店區民權路108-2號2樓,王明義,王明正,鄭仲賜,協理,1990-08-29,1999-12-16,178100000,0,0,每年,股東會,勤業眾信聯合會計師事務所,方涵妮,周仕杰,https://www.biostar.com.tw/app/tw/
2401,凌陽科技股份有限公司,凌陽,1,新竹科學園區創新一路十九號,黃洲杰,黃洲杰,莊濟安,處長,1990-08-03,2000-01-27,591994919,0,0,每年,股東會,勤業眾信聯合會計師事務所,葉東煇,張雅芸,www.sunplus.com
2402,毅嘉科技股份有限公司,毅嘉,13,桃園市龜山區華亞二路268號,黃秋永,曾恭勝,曾恭勝,執行長,1989-11-07,2000-01-14,307536533,0,0,每年,董事會,勤業眾信聯合會計師事務所,謝明忠,劉書琳,www.ichia.com
2404,漢唐集成股份有限公司,漢唐,14,新北市中和區橋和路13號13樓,李惠文,賴志明,許俊源,業務長,1982-09-13,2000-03-14,190586698,0,0,每年,董事會,安侯建業聯合會計師事務所,陳富仁,陳奕任,http://www.uisco.com.tw
2405,輔信科技股份有限公司,輔信,12,台北市內湖區瑞光路76巷30號,余麗娜,鄭瑋勳,張崇瑛,處長,1983-06-10,2000-03-17,343427303,0,0,每半會計年度,董事會,勤業眾信會計師事務所,李冠豪,錢奕圻,www.shuttle.com
2406,國碩科技工業股份有限公司,國碩,2,新竹縣湖口鄉工業一路3號,陳繼明,鍾高原,陳繼明,董事長,1997-03-26,2000-04-29,350905689,0,0,每年,股東會,勤業眾信聯合會計師事務所,&#28201;智源,張雅芸,http://www.gigastorage.com.tw/index.aspx
2408,南亞科技股份有限公司,南亞科,1,新北市泰山區大科里南林路98號,鄒明仁,李培瑛,李培瑛,總經理,1995-03-04,2000-08-17,3098627894,0,0,每年,董事會,安侯建業聯合會計師事務所,張肇文,李慈慧,https://www.nanya.com
2409,友達光電股份有限公司,友達,2,新竹市科學園區力行二路一號,彭又又浪,柯富仁,張博儀,財務長,1996-08-12,2000-09-08,7667880972,0,0,每年,董事會,安侯建業聯合會計師事務所,于紀隆,呂倩慧,www.auo.com
2412,中華電信股份有限公司,中華電,15,台北市信義路一段二十一之三號,簡志誠,林榮賜,許文馨,執行副總經理兼財務長,1996-06-15,2000-10-27,7757446545,0,0,每年,股東會,資誠聯合會計師事務所,黃世鈞,徐建業,https://www.cht.com.tw
2413,環隆科技股份有限公司,環科,13,台中市工業區27路3號,歐仁傑,歐仁傑,麻中直,管理部協理,1984-02-18,2000-09-11,127359200,0,0,每年,股東會,安永聯合會計師事務所,羅文振,黃靖雅,http://www.umec.com.tw
2414,精技電腦股份有限公司,精技,16,台北市內湖區新湖二路236號3樓,葉佳紋,李盈芳,洪莉萍,副總經理,1979-03-05,2000-09-11,161735846,0,0,每年,股東會,安永聯合會計師事務所,李育儒,郭紹彬,https://www.unitech.com.tw/
2415,錩新科技股份有限公司,錩新,13,台北市中山區遼寧街179號20樓,丁廣欽,蕭伊宏,陳光宗,財務副總,1972-02-22,2000-09-11,90000000,0,0,每年,股東會,勤業眾信聯合會計師事務所,黃秀椿,張正修,www.cxtechnology.com
2417,圓剛科技股份有限公司,圓剛,12,新北市中和區建一路135號,郭重松,郭重松,林朝祥,財務處副總經理,1990-01-17,2000-09-11,157618864,0,0,每年,股東會,勤業眾信聯合會計師事務所,劉怡青,林文欽,www.avermedia.com
2419,仲琦科技股份有限公司,仲琦,15,新竹科學園區新竹市力行一路1-8號,黃文芳,周暘智,周暘智,總經理,1986-03-24,2000-09-11,321317229,0,0,每年,董事會,安侯建業聯合會計師事務所,吳俊源,鄭安志,http://www.hitrontech.com
2420,新巨企業股份有限公司,新巨,13,新北市新店區民權路50號10樓,周進文,高銘傳,鄭秋怡,協理,1983-04-25,2000-09-11,152648688,0,0,每年,股東會,安侯建業會計師事務所,郭柔蘭,陳盈如,www.zippy.com.tw/tw
2421,建準電機工業股份有限公司,建準,13,高雄市前鎮區新衙路296巷30號,洪慶昇,洪慶昇,李為仁,副總經理,1980-10-25,2000-09-11,273443669,0,0,每年,股東會,國富浩華聯合會計師事務所,李國銘,黃鈴雯,www.sunon.com
2423,固緯電子實業股份有限公司,固緯,14,新北市土城區中興路7之1號,林錦章,張朝明,林欣怡,副總,1975-09-01,2000-09-11,145047289,0,0,每年,董事會,安永聯合會計師事務所,張巧穎,陳智忠,www.gwinstek.com
2424,隴華電子股份有限公司,隴華,15,台北市松山區八德路三段32號15樓,王光祥,王雅萱,王雅萱,總經理,1973-01-24,2000-09-11,57985000,39985000,0,每年,股東會,資誠聯合會計師事務所,楊蕙慈,林柏全,https://www.lhsat.com/
2425,承啟科技股份有限公司,承啟,12,新北市新店區民權路48-3號3樓,高樹榮,高樹榮,李凱莉,行銷企劃部經理,1986-11-17,2000-09-11,96498831,0,0,每年,股東會,資誠聯合會計師事務所,楊蕙慈,林雅慧,www.chaintech.com.tw
2426,鼎元光電科技股份有限公司,鼎元,2,新竹科學園區苗栗縣竹南鎮科中路15號,蘇&#23791;正,李榮寰,邱美玲,副總經理,1987-04-04,2000-09-11,300622252,0,0,每年,董事會,勤業眾信聯合會計師事務所,蔡美貞,陳明煇,www.tyntek.com.tw
2427,三商電腦股份有限公司,三商電,18,台北市信義路五段150巷2號3樓,陳翔中,陳翔中,陳文祝,執行副總,1976-12-09,2000-09-11,196818073,0,0,每年,股東會,立本台灣聯合會計師事務所,張書成,劉克宜,www.mds.com.tw
2428,興勤電子工業股份有限公司,興勤,13,高雄市三民區民族一路373巷21號,隋台中,隋台中,洪玉芳,總經理室特助,1979-07-16,2000-09-11,128112726,0,0,每年,股東會,勤業眾信聯合會計師事務所,陳珍麗,劉裕祥,www.thinking.com.tw
2429,銘旺科技股份有限公司,銘旺科,2,桃園市中壢區高鐵站前西路一段286號3樓之1,周維昆,潘進興,蘇漢卿,媒體公關,1978-11-30,2000-09-11,85500000,33197208,0,每年,股東會,安侯建業聯合會計師事務所,連淑凌,吳趙仁,http://www.abonmax.com.tw
2430,燦坤實業股份有限公司,燦坤,16,台北市內湖區堤頂大道一段331號3樓,林技典,,王友良,協理,1978-11-02,2000-09-11,116800000,0,0,每年,董事會,資誠聯合會計師事務所,王菘澤,林一帆,http://www.tk3c.com.tw/
2431,聯昌電子企業股份有限公司,聯昌,13,台北市內湖區南京東路六段501號11樓,連昭志,林春連,林春連,總經理,1968-12-23,2000-09-11,110927014,0,0,每年,董事會,資誠聯合會計師事務所,邱昭賢,徐明釧,https://www.lienchang.com.tw/
2432,倚天酷碁股份有限公司,倚天酷碁-創,12,台北市松山區復興北路369號7樓之5,高樹國,鍾逸鈞,鍾逸鈞,總經理,1986-03-27,2023-05-31,61860000,0,0,每年,董事會,安侯建業聯合會計師事務所,高靚玟,唐嘉鍵,http:// www.acergadget.com
2433,互盛股份有限公司,互盛電,14,臺北市信義區信義路5段2號7樓,廖慶章,陳國盈,謝淑惠,會計主管,1984-08-30,2000-09-11,144496011,0,0,每年,董事會,勤業眾信聯合會計師事務所,黃海悅,池瑞全,http://www.eosasc.com.tw
2434,統懋半導體股份有限公司,統懋,1,台南市新市區中山路76號,翁淑貞,唐永渝,嚴永森,副總經理,1987-03-09,2000-09-11,37000000,27489119,0,每年,股東會,安永聯合會計師事務所,李芳文,邱琬茹,http://www.mospec.com.tw/
2436,偉詮電子股份有限公司,偉詮電,1,新竹縣科學工業園區工業東九路24號2樓,林錫銘,林登信,郭幸容,財務長,1989-07-05,2000-09-11,178011594,0,0,每年,股東會,勤業眾信聯合會計師事務所,林政治,&#28201;智源,www.weltrend.com.tw
2438,翔耀實業股份有限公司,翔耀,2,臺北市大安區光復南路438號12樓,林以山,高玉強,張順昌,法務長,1982-01-14,2000-09-11,65195641,34971322,0,每年,股東會,安侯建業聯合會計師事務所,連淑凌,吳趙仁,www.enlightcorp.com.tw
2439,美律實業股份有限公司,美律,15,台中市南屯區寶山里工業區23路22號,廖祿立,黃朝豊,黃朝豊,總裁,1975-12-24,2000-09-11,253489414,0,0,每年,董事會,資誠聯合會計師事務所,劉美蘭,徐建業,https://www.merry.com.tw/
2440,太空梭高傳真資訊科技(股)公司,太空梭,13,新竹縣竹北市環科一路23號9樓之2,王玄輝,王建成,林子鑫,財務經理,1985-10-16,2000-11-10,139117271,35452938,0,每年,股東會,安永聯合會計師事務所,王瑄瑄,陳智忠,www.spaces.com.tw
2441,超豐電子股份有限公司,超豐,1,苗栗縣竹南鎮公義路136號,謝永達,紀有章,林美玲,財務長,1983-03-07,2000-10-26,568845921,0,0,每年,股東會,勤業眾信聯合會計師事務所,林政治,方蘇立,www.greatek.com.tw
2442,新美齊股份有限公司,新美齊,22,台北市114內湖區陽光街300號7樓,林傳捷,紀榮村,林傳捷,董事長,1986-01-11,2000-11-22,261819157,8642128,0,每年,股東會,安侯建業聯合會計師事務所,寇惠植,張肇文,http://www.jean.com.tw
2444,兆勁科技股份有限公司,兆勁,15,新竹科學園區苗栗縣竹南鎮科研路50-8號2樓,紀政孝,紀政孝,賴博文,財會部協理,1995-06-12,2000-12-08,101569573,16142913,0,每年,股東會,聯捷聯合會計師事務所,詹定勳,黃珮樺,http://www.abocom.com.tw
2449,京元電子股份有限公司,京元電子,1,新竹市公道五路二段81號,李金恭,張高薰,趙敬堯,副總經理暨財務長,1987-05-28,2001-05-09,1222745065,0,0,每年,股東會,安永聯合會計師事務所,邱琬茹,許新民,www.kyec.com.tw
2450,神腦國際企業股份有限公司,神腦,15,新北市新店區中正路531號2樓,余政憲,林保雍,陳嘉麒,資深協理,1979-05-18,2001-05-24,258252657,0,0,每年,董事會,資誠聯合會計師事務所,林永智,潘慧玲,http://www.senao.com.tw
2451,創見資訊股份有限公司,創見,1,台北市內湖區行忠路70號,束崇萬,束崇萬,陳柏壽,業務處副總經理,1989-08-30,2001-05-03,429843675,0,0,每年,董事會,資誠聯合會計師事務所,陳晉昌,林一帆,http://www.transcend-info.com
2453,凌群電腦股份有限公司,凌群,18,台北市峨眉街115號6樓,劉瑞復,劉瑞隆,曾景川,副總經理,1975-07-17,2001-05-22,100000000,0,0,每年,董事會,勤業眾信聯合會計師事務所,陳培德,劉紋伶,https://www.syscom.com.tw
2454,聯發科技股份有限公司,聯發科,1,新竹科學園區篤行一路1號,蔡明介,陳冠州,顧大為,財務長,1997-05-28,2001-07-23,1601658002,0,0,每半會計年度,董事會,安永聯合會計師事務所,許新民,胡慎緁,http://www.mediatek.com
2455,全新光電科技股份有限公司,全新,15,桃園市平鎮區工業一路16號,陳建良,黃朝興,蔣志青,財務處處長,1996-11-26,2002-01-24,184905918,0,0,每年,股東會,資誠聯合會計師事務所,林瑟凱,林冠宏,http://www.vpec.com.tw
2457,飛宏科技股份有限公司,飛宏,13,桃園市龜山區復興三路568號,林中民,林冠宏,簡文松,副總,1972-12-12,2001-09-17,431208416,37520000,0,每年,股東會,勤業眾信聯合會計師事務所,張至誼,洪國田,www.phihong.com.tw
2458,義隆電子股份有限公司,義隆,1,新竹科學園區新竹縣創新一路十二號,葉儀皓,葉儀皓,蔡淑馨,副處長,1994-05-05,2001-09-17,303880392,0,0,每半會計年度,董事會,安侯建業聯合會計師事務所,呂倩慧,李禾方儀,http://www.emc.com.tw/
2459,敦吉科技股份有限公司,敦吉,14,臺北市內湖路1段120巷8號,鍾元凱,鍾元凱,陳良德,執行副總,1980-08-07,2001-09-17,105595615,0,0,每年,董事會,安永聯合會計師事務所,余倩如,許新民,www.audix.com
2460,建通精密工業股份有限公司,建通,13,高雄市路竹區大同路513巷138號,蘇敦禮,何易霖,陳正澔,管理部經理,1993-07-16,2001-09-17,169200000,0,0,每年,股東會,勤業眾信聯合會計師事務所,吳秋燕,張慈媛,http://www.gem.com.tw
2461,光群雷射科技股份有限公司,光群雷,14,新竹市科學工業園區力行六路一號,郭維武,郭維武,黃千鳳,財務長,1988-04-29,2001-09-17,174017284,0,0,每季,董事會,勤業眾信聯合會計師事務所,吳恪昌,徐文亞,www.klasergroup.com
2462,台灣良得電子股份有限公司,良得電,13,(22206)新北市深坑區北深路三段272號,陳龍水,陳龍水,江文裕,董事長特助,1978-08-15,2001-09-17,150144074,28840000,0,每年,股東會,資誠聯合會計師事務所,李秀玲,徐明釧,https://www.linetek.com.tw/zh-TW
2464,盟立自動化股份有限公司,盟立,14,新竹市科學園區研發二路3號,孫弘,林世東,林芳毅,財務長,1989-02-02,2001-09-17,204531226,0,0,每年,董事會,勤業眾信聯合會計師事務所,張雅芸,林政治,http://www.mirle.com.tw
2465,麗臺科技股份有限公司,麗臺,12,新北市中和區建一路166號18樓,盧崑山,梁傳杰,張慎,副總經理,1986-10-24,2001-09-19,83946031,25000000,0,每年,董事會,安侯建業聯合會計師事務所,簡思娟,郭冠纓,http://www.leadtek.com.tw
